"","country","degree","sex","age","year","earn.month","flags"
"864","Norway","Master’s, Doctoral or equivalent education","F","25-64 years",2017,138.09523,""
"865","Norway","Master’s, Doctoral or equivalent education","M","25-64 years",2017,141.81169,""
"866","Norway","Tertiary education","T","25-64 years",2017,119.18752,""
"867","Norway","Bachelor’s or equivalent education","T","25-64 years",2017,106.74008,""
"868","Norway","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,121.95365,""
"869","Norway","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,129.88242,""
"870","Norway","Master’s, Doctoral or equivalent education","T","25-64 years",2017,135.58559,""
"871","Norway","Master’s, Doctoral or equivalent education","F","25-64 years",2017,138.8791,""
"872","Norway","Master’s, Doctoral or equivalent education","M","25-64 years",2017,142.13574,""
"873","Norway","Bachelor’s or equivalent education","T","25-64 years",2017,121.8306,""
"874","Norway","Bachelor’s or equivalent education","F","25-64 years",2017,141.04636,""
"875","Norway","Bachelor’s or equivalent education","M","25-64 years",2017,127.33399,""
"876","Norway","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,145.26131,""
"877","Norway","Master’s, Doctoral or equivalent education","T","25-64 years",2017,165.51479,""
"878","Norway","Master’s, Doctoral or equivalent education","F","25-64 years",2017,180.07074,""
"879","Norway","Master’s, Doctoral or equivalent education","M","25-64 years",2017,163.66803,""
"880","Norway","Bachelor’s or equivalent education","T","25-64 years",2017,121.70652,""
"881","Norway","Bachelor’s or equivalent education","F","25-64 years",2017,139.57262,""
"882","Norway","Bachelor’s or equivalent education","M","25-64 years",2017,127.15475,""
"883","Norway","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,145.05682,""
"884","Norway","Master’s, Doctoral or equivalent education","T","25-64 years",2017,165.34621,""
"885","Norway","Master’s, Doctoral or equivalent education","F","25-64 years",2017,178.18925,""
"886","Norway","Master’s, Doctoral or equivalent education","M","25-64 years",2017,163.43764,""
"887","Norway","Bachelor’s or equivalent education","T","25-64 years",2017,121.8306,""
"888","Norway","Bachelor’s or equivalent education","F","25-64 years",2017,141.04636,""
"889","Norway","Bachelor’s or equivalent education","M","25-64 years",2017,127.33399,""
"890","Norway","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,145.26131,""
"891","Norway","Master’s, Doctoral or equivalent education","T","25-64 years",2017,165.51479,""
"892","Norway","Master’s, Doctoral or equivalent education","F","25-64 years",2017,180.07074,""
"893","Norway","Master’s, Doctoral or equivalent education","M","25-64 years",2017,163.66803,""
"894","Poland","Tertiary education","F","25-64 years",2016,153.55605,""
"895","Poland","Tertiary education","M","25-64 years",2016,171.35931,""
"896","Poland","Bachelor’s or equivalent education","M","25-64 years",2016,147.97047,""
"897","Poland","Tertiary education","F","25-64 years",2016,151.52895,""
"898","Poland","Bachelor’s or equivalent education","M","25-64 years",2016,147.85739,""
"899","Poland","Tertiary education","F","25-64 years",2016,153.55605,""
"900","Poland","Tertiary education","M","25-64 years",2016,171.35931,""
"901","Poland","Bachelor’s or equivalent education","M","25-64 years",2016,147.97047,""
"902","Poland","Tertiary education","T","25-64 years",2016,157.58408,""
"903","Poland","Bachelor’s or equivalent education","T","25-64 years",2016,140.24696,""
"904","Poland","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2016,155.14452,""
"905","Poland","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2016,173.57251,""
"906","Poland","Master’s, Doctoral or equivalent education","T","25-64 years",2016,162.43275,""
"907","Poland","Master’s, Doctoral or equivalent education","F","25-64 years",2016,159.88742,""
"908","Poland","Master’s, Doctoral or equivalent education","M","25-64 years",2016,183.03734,""
"909","Poland","Tertiary education","T","25-64 years",2016,157.69922,""
"910","Poland","Bachelor’s or equivalent education","T","25-64 years",2016,140.34944,""
"911","Poland","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2016,153.18144,""
"912","Poland","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2016,173.42601,""
"913","Poland","Master’s, Doctoral or equivalent education","T","25-64 years",2016,162.55144,""
"914","Poland","Master’s, Doctoral or equivalent education","F","25-64 years",2016,157.86433,""
"915","Poland","Master’s, Doctoral or equivalent education","M","25-64 years",2016,182.88286,""
"916","Poland","Tertiary education","T","25-64 years",2016,157.58408,""
"917","Poland","Bachelor’s or equivalent education","T","25-64 years",2016,140.24696,""
"918","Poland","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2016,155.14452,""
"919","Poland","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2016,173.57251,""
"920","Poland","Master’s, Doctoral or equivalent education","T","25-64 years",2016,162.43275,""
"921","Poland","Master’s, Doctoral or equivalent education","F","25-64 years",2016,159.88742,""
"922","Poland","Master’s, Doctoral or equivalent education","M","25-64 years",2016,183.03734,""
"923","Poland","Bachelor’s or equivalent education","T","25-64 years",2016,139.39388,""
"924","Poland","Bachelor’s or equivalent education","F","25-64 years",2016,132.71687,""
"925","Poland","Bachelor’s or equivalent education","M","25-64 years",2016,147.97047,""
"926","Poland","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2016,171.35931,""
"927","Poland","Master’s, Doctoral or equivalent education","T","25-64 years",2016,160.61688,""
"928","Poland","Master’s, Doctoral or equivalent education","F","25-64 years",2016,158.18748,""
"929","Poland","Master’s, Doctoral or equivalent education","M","25-64 years",2016,180.07135,""
"930","Poland","Bachelor’s or equivalent education","T","25-64 years",2016,139.42395,""
"931","Poland","Bachelor’s or equivalent education","F","25-64 years",2016,130.96487,""
"932","Poland","Bachelor’s or equivalent education","M","25-64 years",2016,147.85739,""
"933","Poland","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2016,171.22836,""
"934","Poland","Master’s, Doctoral or equivalent education","T","25-64 years",2016,160.65154,""
"935","Poland","Master’s, Doctoral or equivalent education","F","25-64 years",2016,156.09924,""
"936","Poland","Master’s, Doctoral or equivalent education","M","25-64 years",2016,179.93375,""
"937","Poland","Bachelor’s or equivalent education","T","25-64 years",2016,139.39388,""
"938","Poland","Bachelor’s or equivalent education","F","25-64 years",2016,132.71687,""
"939","Poland","Bachelor’s or equivalent education","M","25-64 years",2016,147.97047,""
"940","Poland","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2016,171.35931,""
"941","Poland","Master’s, Doctoral or equivalent education","T","25-64 years",2016,160.61688,""
"942","Poland","Master’s, Doctoral or equivalent education","F","25-64 years",2016,158.18748,""
"943","Poland","Master’s, Doctoral or equivalent education","M","25-64 years",2016,180.07135,""
"944","Portugal","Tertiary education","F","25-64 years",2017,171.04758,""
"945","Portugal","Bachelor’s or equivalent education","M","25-64 years",2017,174.36717,"Includes data from another category"
"946","Portugal","Tertiary education","F","25-64 years",2017,170.70471,""
"947","Portugal","Tertiary education","M","25-64 years",2017,174.18356,""
"948","Portugal","Bachelor’s or equivalent education","M","25-64 years",2017,174.31892,"Includes data from another category"
"949","Portugal","Tertiary education","F","25-64 years",2017,171.04758,""
"950","Portugal","Tertiary education","M","25-64 years",2017,174.23177,""
"951","Portugal","Bachelor’s or equivalent education","M","25-64 years",2017,174.36717,"Includes data from another category"
"952","Portugal","Tertiary education","T","25-64 years",2017,165.44963,""
"953","Portugal","Bachelor’s or equivalent education","T","25-64 years",2017,165.54988,"Includes data from another category"
"954","Portugal","Bachelor’s or equivalent education","F","25-64 years",2017,166.64375,"Includes data from another category"
"955","Portugal","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,166.64375,""
"956","Portugal","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,172.1684,""
"957","Portugal","Master’s, Doctoral or equivalent education","T","25-64 years",2017,NA,"Data included in another category"
"958","Portugal","Master’s, Doctoral or equivalent education","F","25-64 years",2017,NA,"Data included in another category"
"959","Portugal","Master’s, Doctoral or equivalent education","M","25-64 years",2017,NA,"Data included in another category"
"960","Portugal","Tertiary education","T","25-64 years",2017,165.23265,""
"961","Portugal","Bachelor’s or equivalent education","T","25-64 years",2017,165.33276,"Includes data from another category"
"962","Portugal","Bachelor’s or equivalent education","F","25-64 years",2017,166.27914,"Includes data from another category"
"963","Portugal","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,166.27914,""
"964","Portugal","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,172.11763,""
"965","Portugal","Master’s, Doctoral or equivalent education","T","25-64 years",2017,NA,"Data included in another category"
"966","Portugal","Master’s, Doctoral or equivalent education","F","25-64 years",2017,NA,"Data included in another category"
"967","Portugal","Master’s, Doctoral or equivalent education","M","25-64 years",2017,NA,"Data included in another category"
"968","Portugal","Tertiary education","T","25-64 years",2017,165.44963,""
"969","Portugal","Bachelor’s or equivalent education","T","25-64 years",2017,165.54988,"Includes data from another category"
"970","Portugal","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,166.64375,""
"971","Portugal","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,172.1684,""
"972","Portugal","Master’s, Doctoral or equivalent education","T","25-64 years",2017,NA,"Data included in another category"
"973","Portugal","Master’s, Doctoral or equivalent education","F","25-64 years",2017,NA,"Data included in another category"
"974","Portugal","Master’s, Doctoral or equivalent education","M","25-64 years",2017,NA,"Data included in another category"
"975","Portugal","Bachelor’s or equivalent education","T","25-64 years",2017,168.9548,"Includes data from another category"
"976","Portugal","Bachelor’s or equivalent education","F","25-64 years",2017,171.14705,"Includes data from another category"
"977","Portugal","Bachelor’s or equivalent education","M","25-64 years",2017,174.36717,"Includes data from another category"
"978","Portugal","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,174.36717,""
"979","Portugal","Master’s, Doctoral or equivalent education","T","25-64 years",2017,NA,"Data included in another category"
"980","Portugal","Master’s, Doctoral or equivalent education","F","25-64 years",2017,NA,"Data included in another category"
"981","Portugal","Master’s, Doctoral or equivalent education","M","25-64 years",2017,NA,"Data included in another category"
"982","Portugal","Bachelor’s or equivalent education","T","25-64 years",2017,168.74252,"Includes data from another category"
"983","Portugal","Bachelor’s or equivalent education","F","25-64 years",2017,170.80399,"Includes data from another category"
"984","Portugal","Bachelor’s or equivalent education","M","25-64 years",2017,174.31892,"Includes data from another category"
"985","Portugal","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,174.31892,""
"986","Portugal","Master’s, Doctoral or equivalent education","T","25-64 years",2017,NA,"Data included in another category"
"987","Portugal","Master’s, Doctoral or equivalent education","F","25-64 years",2017,NA,"Data included in another category"
"988","Portugal","Master’s, Doctoral or equivalent education","M","25-64 years",2017,NA,"Data included in another category"
"989","Portugal","Bachelor’s or equivalent education","T","25-64 years",2017,168.9548,"Includes data from another category"
